Tipo_de_identificación_del_usuario,Numero_de_Identificacion,Primer_apellido_del_usuario,Segundo_apellido_del_usuario,Primer_nombre_del_usuario,Segundo_nombre_del_usuario,Fecha_de_Nacimiento,Sexo,Edad,PESO,ciudad
CC,38902910894894894,GUTIERREZ,GRANDA,LESLIE,JOANNA,"1982-12-10 00:00:00",F,40,68.3,MED-23
CC,11129993328895895895,ARIAS,SALAZAR,WENDY,DAHIANA,"1999-04-10 00:00:00",F,23,85,MZL-24
CC,11299226936896896896,GODOY,GUTIERREZ,NONE,ANTHONY,"2004-01-06 00:00:00",M,19,89.4,CAL-23
PT,5296815897897897,GUAICURBA,CAICAGUARE,YANITZE,JOSEFINA,"1981-04-17 00:00:00",F,41,71,MED-24
CC,25194826898898898,MESA,BEDOYA,LUZ,MARINA,"1973-07-10 00:00:00",F,49,50,MZL-25
CC,162221899899899899,LOPEZ,DIAZ,JORGE,HERNAN,"1967-12-18 00:00:00",M,55,94,CAL-24
CC,14569904900900900,ARENAS,RAMIREZ,JOSE,ALEJANDRO,"1984-04-11 00:00:00",M,38,63,MED-25
CC,111299991335901901901,VANEGAS,MORENO,JESSICA,ANDREA,"1990-10-06 00:00:00",F,32,57,MZL-26
CC,111299899240902902902,SOLER,TAPASCO,DAREN,JENNYFER,"1996-03-11 00:00:00",F,27,69,CAL-25
CC,39528282903903903,ARIAS,GALLEGO,LUZ,MARINA,"1959-09-11 00:00:00",F,63,66,MED-26
CC,16219300904904904,TOBON,CORREA,CARLOS,TULIO,"1966-03-03 00:00:00",M,57,65.8,MZL-27
CC,111299994264905905905,USQUIANO,SANCHEZ,NONE,VERONICA,"1991-05-09 00:00:00",F,31,60,CAL-26
CC,162199186906906906,VANEGAS,SANCHEZ,ALFONSO,JAVIER,"1962-05-15 00:00:00",M,60,79,MED-27
CC,31408948907907907,OSORIO,RINCON,ALBA,INES,"1964-03-08 00:00:00",F,59,67,MZL-28
CC,1036220859908908908,ISAZA,GOMEZ,SANDRA,PATRICIA,"1987-05-31 00:00:00",F,35,69.8,CAL-27
CC,24306514909909909,CARDONA,NIETO,NONE,OMAIRA,"1949-02-02 00:00:00",F,74,84.5,MED-28
CC,314331899910910910,BARCO,DURAN,DIANA,FERNANDA,"1982-11-07 00:00:00",F,40,73,MZL-29
CC,31431894911911911,TABORDA,GUTIERREZ,NONE,SONIA,"1981-01-17 00:00:00",F,42,78,CAL-28
CC,31435148912912912,PEREZ,NARANJO,LIZ,ADRIANA,"1984-08-10 00:00:00",F,38,72.6,MED-29
CC,111299999461913913913,LAMPREA,MARTINEZ,JUAN,PABLO,"1993-07-12 00:00:00",M,29,84,MZL-30
CC,41918145914914914,BOCANEGRA,RAMIREZ,LUZ,STELLA,"1969-08-08 00:00:00",F,53,58,CAL-29
CC,111299939899915915915,VELASQUEZ,CASTRILLON,JUAN,SEBASTIAN,"1999-08-24 00:00:00",M,23,65,MED-30
CC,314196994916916916,OSPINA,ORTEGA,NONE,MADELLEYNE,"1973-03-16 00:00:00",F,50,46,MZL-31
CC,14568881917917917,MARIN,GUTIERREZ,JOSE,ALDEMAR,"1982-10-14 00:00:00",M,40,71,CAL-30
CC,14569466918918918,GARCES,LOPEZ,YOVANNY,ANDRES,"1983-12-21 00:00:00",M,39,89,MED-31
CC,111299995303919919919,CASTRO,SUAZA,LUISA,FERNANDA,"1992-02-08 00:00:00",F,31,65,MZL-32
CC,10995285936920920920,OCHOA,GUTIERREZ,MILTON,ANDRES,"1985-09-01 00:00:00",M,37,72,CAL-31
CC,31398058921921921,GONZALEZ,CORREA,MARIA,NIBIA,"1952-04-11 00:00:00",F,70,61,MED-32
CC,29382250922922922,AGUDELO,BERNAL,NONE,LILIAM,"1949-12-10 00:00:00",F,73,49,MZL-33
CC,10099360363923923923,MARIN,OROZCO,LUZ,VERY,"1988-12-17 00:00:00",F,34,49,CAL-32
CC,434998201924924924,LOPEZ,MOSCOSO,MARIA,ORALIA,"1965-04-13 00:00:00",F,57,58,MED-33
CC,18608263925925925,ARIAS,CANO,ROLANDO,JESUS,"1978-02-23 00:00:00",M,45,75,MZL-34
CC,24996999938926926926,GIRALDO,HENAO,DIANEY,PATRICIA,"1985-06-25 00:00:00",F,37,83,CAL-33
CC,1006246115927927927,MUNOZ,PEREZ,MARIA,CAMILA,"2002-10-02 00:00:00",F,20,51,MED-34
CC,11129986503928928928,DUQUE,FUENMAYOR,JUAN,DAVID,"1996-01-15 00:00:00",M,27,73,MZL-35
CC,1114149466929929929,VERA,HIGUITA,NONE,KAROLINE,"2004-12-20 00:00:00",F,18,57,CAL-34
CC,11129981459930930930,VILLA,GIL,LAURA,VANESSA,"1994-03-23 00:00:00",F,29,67.4,MED-35
CC,162006996931931931,ARENAS,AGUIRRE,HUGO,ANGEL,"1948-09-09 00:00:00",M,74,86,MZL-36
PT,99425544932932932,ALFARO,BALCENAS,DIORMAN,JESUS,"1999-10-28 00:00:00",M,23,66,CAL-35
CC,31398200933933933,VARGAS,BENITEZ,NONE,LILIANA,"1958-08-11 00:00:00",F,64,67,MED-36
CC,314199199934934934,GALVIS,QUINTERO,CARMEN,EMILIA,"1971-08-29 00:00:00",F,51,62,MZL-37
CC,1144084512935935935,GUERRERO,QUINTERO,ADELINA,MARITZA,"1995-11-24 00:00:00",F,27,63,CAL-36
CC,16215829936936936,SANCHEZ,GUTIERREZ,JOSE,EDUARDO,"1962-06-10 00:00:00",M,60,72,MED-37
CC,16205906937937937,CARDONA,SOTO,DARIO,ANTONIO,"1954-06-08 00:00:00",M,68,100.7,MZL-38
CC,105999958635938938938,VELASQUEZ,GARCIA,JHONATAN,ARTURO,"1994-05-04 00:00:00",M,28,99,CAL-37
CC,11129990582939939939,CARDONA,RAMIREZ,JUAN,ESTEBAN,"1997-11-16 00:00:00",M,25,67,MED-38
CC,31436668940940940,ZULETA,NONE,PAOLA,ANDREA,"1985-03-18 00:00:00",F,38,68.4,MZL-39
CC,1092851002941941941,MARTINEZ,GUTIERREZ,NONE,STEBAN,"2004-11-29 00:00:00",M,18,72,CAL-38
CC,31423014942942942,ORREGO,MONTOYA,MARIA,OLIVA,"1974-07-14 00:00:00",F,48,61.8,MED-39
CC,659933199943943943,TORRES,GONZALEZ,KARLA,LILIANA,"1965-06-26 00:00:00",F,57,84,MZL-40
CC,942995904944944944,MEJIA,SERNA,OSCAR,HERNANDO,"1981-04-27 00:00:00",M,41,74,CAL-39
CC,31432198945945945,TORRES,DURAN,MARY,LUZ,"1982-03-30 00:00:00",F,41,93,MED-40
CC,111299998348946946946,GARCIA,VILLEGAS,NONE,ANDREA,"1993-02-27 00:00:00",F,30,61.7,MZL-41
CC,314059954947947947,"DEL RIO",AGUIRRE,MARIA,IDALY,"1961-07-16 00:00:00",F,61,79,CAL-40
PT,6364943948948948,PAYARES,PEREZ,OSWAR,ALEXANDER,"1998-05-22 00:00:00",M,24,83,MED-41
CC,292199229949949949,GALLEGO,PARRA,NONE,DORA,"1937-04-08 00:00:00",F,85,52.8,MZL-42
CC,430995995950950950,OSORIO,QUINTERO,MERY,MAGDALENA,"1962-12-03 00:00:00",F,60,56,CAL-41
CC,185901995951951951,LOPEZ,TORO,NONE,FERNANDO,"1962-02-19 00:00:00",M,61,72,MED-42
CC,3140994199952952952,VILLADA,"DE ARANGO",MARIA,OLIVA,"1953-02-01 00:00:00",F,70,52.6,MZL-43
CC,162261599953953953,PALACIO,VELASQUEZ,JOHN,FREDY,"1972-02-27 00:00:00",M,51,88.2,CAL-42
CC,294633992954954954,CARMONA,CRUZ,MARIA,LUCERO,"1960-09-23 00:00:00",F,62,60,MED-43
CC,1113859220955955955,BAZAN,RUIZ,KERLLY,DANIELA,"2004-11-24 00:00:00",F,18,61.9,MZL-44
CC,111299909984956956956,ORTIZ,ARTEAGA,MARIA,CAMILA,"1997-12-29 00:00:00",F,25,62,CAL-43
CC,11129989355957957957,ANGEL,BEJARANO,ANA,MERCEDES,"1997-02-28 00:00:00",F,26,70,MED-44
CC,399831126958958958,ACEVEDO,RINCON,LUCIA,MERCEDES,"1955-06-23 00:00:00",F,67,67,MZL-45
CC,31426095959959959,HERRERA,NONE,MARTHA,CECILIA,"1977-01-13 00:00:00",F,46,66,CAL-44
CC,11932609933960960960,RODAS,GONZALEZ,EVELIN,DAHIANA,"2002-01-28 00:00:00",F,21,50,MED-45
CC,1014242936961961961,RESTREPO,GALVIS,BAYRON,ANDRES,"1993-04-13 00:00:00",M,29,60.5,MZL-46
CC,11141495992962962962,GOMEZ,RODRIGUEZ,JUAN,DAVID,"2005-01-17 00:00:00",M,18,71,CAL-45
CC,1113859021963963963,PELAEZ,MENESES,NONE,ISABELLA,"2004-10-15 00:00:00",F,18,58,MED-46
CC,29448512964964964,SERNA,RESTREPO,SANDRA,MONICA,"1973-04-18 00:00:00",F,49,62.3,MZL-47
CC,11129964645965965965,MUOZ,ACEVEDO,LEIDY,JOHANNA,"1988-07-07 00:00:00",F,34,50,CAL-46
CC,3141909999966966966,RAMIREZ,GIRALDO,BLANCA,LIBIA,"1971-07-31 00:00:00",F,51,64,MED-47
CC,31426485967967967,ANGEL,CALVO,NONE,CAROLINA,"1978-08-23 00:00:00",F,44,74,MZL-48
CC,31422301968968968,ORTIZ,OSORIO,LUZ,ADRIANA,"1975-10-05 00:00:00",F,47,85,CAL-47
CC,68990000969969969,LUJAN,VICTORIA,LUIS,LEONARDO,"1953-10-03 00:00:00",M,69,92.7,MED-48
CC,1089599548970970970,MARIN,CORREA,LAURA,JIMENA,"2004-12-09 00:00:00",F,18,85.8,MZL-49
CC,31434114971971971,GARCIA,MUOZ,PAOLA,ANDREA,"1983-02-28 00:00:00",F,40,76,CAL-48
CC,1112999989984972972972,YANES,JURADO,NONE,DANIELA,"1993-04-19 00:00:00",F,29,81,MED-49
CC,111299999313973973973,MEJIA,CORREA,MARIA,EUGENIA,"1993-06-27 00:00:00",F,29,58,MZL-50
CC,162219956974974974,GARCIA,RAMIREZ,LUIS,ALBERTO,"1968-03-29 00:00:00",M,55,58.1,CAL-49
CC,29160096975975975,GUZMAN,NONE,LEIDY,JOHANA,"1985-01-31 00:00:00",F,38,80,MED-50
CC,31430094976976976,CORDOBA,SALAZAR,CLAUDIA,JOHANNA,"1981-05-26 00:00:00",F,41,55,MZL-51
CC,111299995354977977977,LASPRILLA,LUJAN,YERALDIN,STEFANIA,"1991-12-08 00:00:00",F,31,90,CAL-50
CC,293819986978978978,ROBLE,NONE,OLGA,MARIA,"1941-05-03 00:00:00",F,81,65,MED-51
CC,31436330979979979,BRAVO,CRUZ,ANA,MILENA,"1985-06-11 00:00:00",F,37,65,MZL-52
CC,24543634980980980,VALENCIA,"DE MAFLA",MARIA,GILMA,"1944-04-12 00:00:00",F,78,66,CAL-51
CC,48615621981981981,CRUZ,VIAFARA,NONE,ELENA,"1964-08-11 00:00:00",F,58,46.1,MED-52
CC,29449448982982982,ZAPATA,GALLEGO,LEIDY,LORENA,"1985-08-30 00:00:00",F,37,76,MZL-53
CC,1041351366983983983,PALACIO,MUOZ,KATHERIN,DAHIANA,"2004-06-11 00:00:00",F,18,88.1,CAL-52
CC,111299669906984984984,PARRA,TORO,DIEGO,FERNANDO,"1989-02-19 00:00:00",M,34,73,MED-53
CC,111299855991985985985,MONROY,ECHEVERRY,LUISA,FERNANDA,"1995-09-09 00:00:00",F,27,77,MZL-54
CC,11129988339986986986,SOTO,DAVILA,YAZMIN,ANDREA,"1996-10-12 00:00:00",F,26,80,CAL-53
CC,163499880987987987,CANO,VALENCIA,MANUEL,ANGEL,"1953-11-22 00:00:00",M,69,69,MED-54
CC,9905022998988988988,MUOZ,GALLEGO,JOSE,OSCAR,"1956-06-22 00:00:00",M,66,86,MZL-55
